unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession
2020,Kiziltepe,Cansel,NA,NA,https://www.facebook.com/CanselBerlin,https://www.facebook.com/CanselKiziltepe/,https://twitter.com/canselk,1,3,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,1,2,0,1975,Berlin,Berlin,MdB / Dipl.-Volkswirtin
2021,Mindrup,Klaus,NA,NA,https://www.facebook.com/klausmindrupmdb/,NA,https://twitter.com/KlausMindrup,1,4,1,76,Berlin-Pankow,11,1,2,1,1964,Berlin,Lienen,MdB / Dipl.-Biologe
2022,Rawert,Mechthild,NA,NA,https://www.facebook.com/mechthild.rawert,https://www.facebook.com/Mechthild.direkt/,https://twitter.com/MechthildRawert,1,5,1,81,Berlin-Tempelhof-Schöneberg,11,1,2,0,1957,Berlin,Coesfeld,MdB / Dipl.-Pädagogin
2023,Renner,Tim,NA,NA,https://www.facebook.com/TimRennerCW/,https://www.facebook.com/tim.renner1,https://twitter.com/rennersen,1,6,1,80,Berlin-Charlottenburg-Wilmersdorf,11,0,2,1,1964,Berlin,Berlin,Musikproduzent / Kulturstaatssekretär a. D.
2024,Finckh-Krämer,Ute,Dr.,NA,https://www.facebook.com/UteFinckhKramer/,https://www.facebook.com/ute.finckh,NA,1,7,1,79,Berlin-Steglitz-Zehlendorf,11,1,2,0,1956,Berlin,Wiesbaden,MdB / Dipl.-Mathematikerin
2025,Hönicke,Kevin,NA,NA,https://www.facebook.com/Hoenicke.Kevin/,https://www.facebook.com/Kev.Hoen,https://twitter.com/kevinhoenicke,1,8,1,86,Berlin-Lichtenberg,11,0,2,1,1984,Berlin,Berlin,Lehrer
2026,Blumenthal,Mirjam,NA,NA,https://www.facebook.com/mirjam.blumenthal.3,NA,NA,1,9,0,NA,NA,11,0,2,0,1972,Berlin,Berlin,Gewerkschaftssekretärin / pol. Referentin
2027,Schmidt,Matthias,NA,NA,https://www.facebook.com/mdb.schmidt,https://www.facebook.com/Matthias.Schmidt.Berlin,https://twitter.com/mdb_schmidt,1,10,1,84,Berlin-Treptow-Köpenick,11,1,2,1,1963,Berlin,Homberg,MdB / Beamter
2028,Loth,Barbara Eva,NA,NA,https://www.facebook.com/barbara.loth/,https://www.facebook.com/profile.php?id=100005163946933,https://twitter.com/barbara1loth,1,11,0,NA,NA,11,0,2,0,1957,Berlin,Duisburg,Rechtsanwältin
2029,Karge,Thorsten,NA,NA,https://www.facebook.com/ThorstenKargeSPD/,https://www.facebook.com/thorsten.karge,https://twitter.com/tkarge,1,12,1,77,Berlin-Reinickendorf,11,0,2,1,1964,Berlin,Berlin,Dipl.-Wirtschaftsingenieur
2030,Haußdörfer,Ellen,NA,NA,https://www.facebook.com/haussdoerfer/,NA,NA,1,13,0,NA,NA,11,0,2,0,1980,Berlin,Cottbus,Angestellte
2031,Geidel,Dmitri,NA,NA,https://www.facebook.com/dmitri.geidel,https://www.facebook.com/GeidelSPD/,https://twitter.com/dgeidel,1,14,1,85,Berlin-Marzahn-Hellersdorf,11,0,2,1,1989,Berlin,"Leningrad (jetzt Sankt Petersburg), Russland",Jurist
2032,Scheffer,Barbara,NA,NA,https://www.facebook.com/barbara.scheffer.7,NA,NA,1,15,0,NA,NA,11,0,2,0,1950,Berlin,Münster (Westf.),Kultur-Projektleitung
2033,Felgentreu,Fritz,Dr.,NA,https://www.facebook.com/fritz.felgentreu.9,https://www.facebook.com/fritz.felgentreu/,https://twitter.com/fritzfelgentreu,0,NA,1,82,Berlin-Neukölln,11,1,2,1,1968,Berlin,Kiel,MdB / klassischer Philologe / Lehrer
2034,Meyer,Christoph,NA,NA,https://www.facebook.com/christoph.meyer.berlin/,NA,https://twitter.com/ChristophFDP,1,1,1,80,Berlin-Charlottenburg-Wilmersdorf,11,0,6,1,1975,Berlin,Berlin,Rechtsanwalt / ltd. Angestellter
2035,Kluckert,Daniela,NA,NA,https://www.facebook.com/kluckert.daniela/,NA,https://twitter.com/DanielaKluckert,1,2,1,76,Berlin-Pankow,11,0,6,0,1980,Berlin,Nürnberg,Dipl.-Volkswirtin / Ministerialreferentin
2036,Ebbing,Hartmut Heinrich Wilhelm,NA,NA,https://www.facebook.com/hartmut.ebbing,NA,NA,1,3,1,79,Berlin-Steglitz-Zehlendorf,11,0,6,1,1956,Berlin,Berlin,Wirtschaftsprüfer / Steuerberater
2037,Hüttl,Juliane,NA,NA,https://www.facebook.com/jule.huttl,NA,https://twitter.com/j_huettl,1,4,1,77,Berlin-Reinickendorf,11,0,6,0,1988,Berlin,Berlin,Studentin
2038,Rogat,Roman-Francesco,NA,NA,https://www.facebook.com/roman.francesco1337,https://www.facebook.com/RomanFrancescoRogat/,https://twitter.com/romansen1337,1,5,1,85,Berlin-Marzahn-Hellersdorf,11,0,6,1,1989,Berlin,Berlin,IT-Systemkaufmann
2039,Ziolkowski,Katharina,Dr.,NA,NA,NA,https://twitter.com/ziolkowski2017,1,6,1,75,Berlin-Mitte,11,0,6,0,1973,Berlin,"Bromberg, Polen",Beamtin / Volljuristin
2040,Jensen,Marcus,NA,NA,https://www.facebook.com/marcus.jensen.90663,NA,NA,1,7,1,82,Berlin-Neukölln,11,0,6,1,1969,Berlin,Oberwesel,Kaufmann
2041,Henze,Ralf,NA,NA,https://www.facebook.com/henze.ralf,NA,NA,1,8,1,84,Berlin-Treptow-Köpenick,11,0,6,1,1962,Berlin,Berlin,freiberufl. Dozent / Heilpraktiker
2042,Gawlitza,Dirk,NA,NA,https://www.facebook.com/dirk.gawlitza,https://www.facebook.com/gawlitza.berlin/,https://twitter.com/dirkgawlitza,1,9,1,86,Berlin-Lichtenberg,11,0,6,1,1977,Berlin,Jena,Unternehmer
2043,Zabel,Johannes,NA,NA,https://www.facebook.com/james.zabel.33,NA,https://twitter.com/james_zabel,1,10,0,NA,NA,11,0,6,1,1995,Berlin,Berlin,Student
2044,Bräuniger,Darija,NA,NA,https://www.facebook.com/profile.php?id=100008388941319,https://www.facebook.com/harrowna,https://twitter.com/harrowna,1,11,0,NA,NA,11,0,6,0,1987,Berlin,Berlin,Strategieberaterin
2045,Krestel,Holger,NA,NA,NA,NA,https://twitter.com/holgerkrestel,0,NA,1,81,Berlin-Tempelhof-Schöneberg,11,0,6,1,1955,Berlin,Berlin,Dipl.-Politologe
2046,Fresdorf,Paul,NA,NA,https://www.facebook.com/PaulFresdorfFDP/,https://www.facebook.com/paul.fresdorf,https://twitter.com/paulfresdorf,0,NA,1,78,Berlin-Spandau – Charlottenburg Nord,11,0,6,1,1977,Berlin,Berlin,Dipl.-Wirtschaftsjurist (FH)
2047,Rousiamani-Goldthau,Athanasia,NA,NA,https://www.facebook.com/rousiamani,NA,https://twitter.com/athanasia2017,0,NA,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,0,6,0,1975,Berlin,Brühl,Hausfrau
2048,Paus,Elisabeth (Lisa),NA,NA,https://www.facebook.com/lisa.paus/,NA,https://twitter.com/lisapaus,1,1,1,80,Berlin-Charlottenburg-Wilmersdorf,11,1,4,0,1968,Berlin,Altenrheine (jetzt Rheine),MdB / Dipl.-Volkswirtin
2049,Gelbhaar,Stefan,NA,NA,https://www.facebook.com/prenzlauer22/,https://www.facebook.com/stefan.gelbhaar,https://twitter.com/stefangelbhaar,1,2,1,76,Berlin-Pankow,11,0,4,1,1976,Berlin,Berlin,MdAB / Rechtsanwalt
2050,Künast,Renate,NA,NA,https://www.facebook.com/renate.kuenast/,NA,https://twitter.com/renatekuenast,1,3,1,81,Berlin-Tempelhof-Schöneberg,11,1,4,0,1955,Berlin,Recklinghausen,Rechtsanwältin
2051,Mutlu,Özcan,NA,NA,https://www.facebook.com/MutluOezcanBundestag/,NA,https://twitter.com/oezcanmutlu,1,4,1,75,Berlin-Mitte,11,1,4,1,1968,Berlin,"Kelkit, Türkei",MdB / Dipl.-Ing. Nachrichtentechnik
2052,Dornheim,Laura,Dr.,NA,https://www.facebook.com/lsdornheim,NA,https://twitter.com/schwarzblond,1,5,0,NA,NA,11,0,4,0,1983,Berlin,Dachau,Unternehmensberaterin
2053,Marquardt,Erik,NA,NA,https://www.facebook.com/ErikMarquardtde/,NA,https://twitter.com/erikmarquardt,1,6,1,84,Berlin-Treptow-Köpenick,11,0,4,1,1987,Berlin,Neubrandenburg,Fotograf
2054,Neumann,Hannah,Dr.,NA,https://www.facebook.com/hannah.neumann.1042,NA,https://twitter.com/Hannah_LBerg,1,7,1,86,Berlin-Lichtenberg,11,0,4,0,1984,Berlin,Speyer,Beraterin
2055,Harrach,Tibor,NA,NA,https://www.facebook.com/tibor.harrach,NA,NA,1,8,0,NA,NA,11,0,4,1,1964,Berlin,Gießen,Apotheker
2056,Markl-Vieto Estrada,Christa,NA,NA,https://www.facebook.com/christa.markl.7,NA,https://twitter.com/marklchrista,1,9,0,NA,NA,11,0,4,0,1952,Berlin,München,Stadträtin a. D.
2057,Reichardt,Ulli,NA,NA,https://www.facebook.com/ureic,NA,NA,1,10,0,NA,NA,11,0,4,1,1989,Berlin,Berlin,Referent für Öffentlichkeitsarbeit
2058,Remlinger,Stefanie,NA,NA,https://www.facebook.com/stefanie.remlinger,NA,https://twitter.com/StefRemlinger,0,NA,1,77,Berlin-Reinickendorf,11,0,4,0,1970,Berlin,Ellwangen,Dipl.-Kulturwirtin
2059,Jarasch,Bettina,NA,NA,https://www.facebook.com/bettina.jarasch,NA,https://twitter.com/Bettina_Jarasch,0,NA,1,78,Berlin-Spandau – Charlottenburg Nord,11,0,4,0,1968,Berlin,Haunstetten (jetzt Augsburg),MdAB / Redakteurin
2060,Aykal,Urban,NA,NA,https://www.facebook.com/urban.aykal,NA,https://twitter.com/urban_aykal,0,NA,1,79,Berlin-Steglitz-Zehlendorf,11,0,4,1,1974,Berlin,Berlin,Politologe
2061,Kahlefeld,Susanna,Dr.,NA,https://www.facebook.com/Susanna-Kahlefeld-Seite-958456700918659/,NA,https://twitter.com/s_kahlefeld,0,NA,1,82,Berlin-Neukölln,11,0,4,0,1964,Berlin,Wuppertal,MdAB / DAZ-Lehrerin
2062,Bayram,Canan,NA,NA,https://www.facebook.com/Canan-Bayram-169703019755684/,NA,https://twitter.com/LieblingXhain,0,NA,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,0,4,0,1966,Berlin,"Malatya, Türkei",Rechtsanwältin
2063,Seidel-Grothe,Ina,NA,NA,https://www.facebook.com/InkaSeidelGrothe/,NA,NA,0,NA,1,85,Berlin-Marzahn-Hellersdorf,11,0,4,0,1962,Berlin,Leipzig,Tanz- und Theaterpädagogin
2064,Pau,Petra,NA,NA,https://www.facebook.com/petra.pau,NA,http://twitter.com/PetraPauMaHe,1,1,1,85,Berlin-Marzahn-Hellersdorf,11,1,3,0,1963,Berlin,Berlin,MdB / Lehrerin
2065,Liebich,Stefan,NA,NA,https://www.facebook.com/berlinliebich,NA,https://twitter.com/berlinliebich,1,2,1,76,Berlin-Pankow,11,1,3,1,1972,Berlin,Wismar,MdB / Dipl.-Betriebswirt (FH)
2066,Lötzsch,Gesine,Dr.,NA,https://www.facebook.com/gesine.loetzsch,NA,https://twitter.com/LoetzschMdB,1,3,1,86,Berlin-Lichtenberg,11,1,3,0,1961,Berlin,Berlin,MdB / Philologin
2067,Meiser,Pascal,NA,NA,https://www.facebook.com/pascalmeiser361/,NA,https://twitter.com/pascalmeiser,1,4,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,0,3,1,1975,Berlin,Saarbrücken,Dipl.-Politikwissenschaftler
2068,Sommer,Evrim,NA,NA,https://www.facebook.com/profile.php?id=100009722868582,https://www.facebook.com/evrim.sommer,NA,1,5,0,NA,NA,11,0,3,0,1971,Berlin,"Varto, Türkei",wiss. Mitarbeiterin
2069,Taş,Hakan,NA,NA,https://www.facebook.com/hakan.tas.566,https://www.facebook.com/profile.php?id=100011940243287,https://twitter.com/HakanTasBerlin,1,6,1,77,Berlin-Reinickendorf,11,0,3,1,1966,Berlin,"Kemah, Türkei",MdAB
2070,Benda,Judith,NA,NA,https://www.facebook.com/judith.benda,https://www.facebook.com/bendajudith/,NA,1,7,1,82,Berlin-Neukölln,11,0,3,0,1987,Berlin,Berlin,Europareferentin
2071,Rauhut,Stephan,NA,NA,https://www.facebook.com/steverauhut.info/,NA,https://twitter.com/Steve_Rauhut,1,8,1,75,Berlin-Mitte,11,0,3,1,1972,Berlin,Hamburg,Theologe / Dipl.-Ingenieur
2072,Brychcy,Franziska,NA,NA,https://www.facebook.com/franziska.brychcy,NA,https://twitter.com/F_Brychcy,1,9,1,79,Berlin-Steglitz-Zehlendorf,11,0,3,0,1984,Berlin,Meißen,MdAB / Studentin
2073,King,Alexander,NA,NA,https://www.facebook.com/alexander.king.9484,NA,NA,1,10,1,81,Berlin-Tempelhof-Schöneberg,11,0,3,1,1969,Berlin,Tübingen,Dipl.-Geograph
2074,Benda,Friederike,NA,NA,https://www.facebook.com/BendaFriederike/,https://www.facebook.com/friederike.benda,NA,1,11,1,80,Berlin-Charlottenburg-Wilmersdorf,11,0,3,0,1987,Berlin,Berlin,Angestellte
2075,Lambers,Manuel,NA,NA,NA,NA,https://twitter.com/manuellambers,1,12,1,78,Berlin-Spandau – Charlottenburg Nord,11,0,3,1,1993,Berlin,Berlin,Schüler
2076,Schramm,Julia,NA,NA,https://www.facebook.com/julia.u.schramm,NA,https://twitter.com/_juliaschramm,1,13,0,NA,NA,11,0,3,0,1985,Berlin,Frankfurt am Main,Autorin
2077,Bytyçi,Hamze,NA,NA,https://www.facebook.com/hamze.bytyci,NA,https://twitter.com/vonAmselfeld,1,14,0,NA,NA,11,0,3,1,1982,Berlin,"Prizren, Kosovo",Schauspieler
2078,Gysi,Gregor,Dr.,NA,https://www.facebook.com/gregor.gysi/,NA,https://twitter.com/gregorgysi,0,NA,1,84,Berlin-Treptow-Köpenick,11,1,3,1,1948,Berlin,Berlin,Rechtsanwalt
2079,Storch,Beatrix,NA,von,https://www.facebook.com/BeatrixVonStorch,https://www.facebook.com/BeatrixO,https://twitter.com/Beatrix_vStorch,1,1,1,75,Berlin-Mitte,11,0,7,0,1971,Berlin,Lübeck,MdEP / Anwältin
2080,Curio,Gottfried,Dr.,NA,https://www.facebook.com/gottfried.curio,https://www.facebook.com/GottfriedCurio.AfD/,https://twitter.com/gottfried_curio,1,2,0,NA,NA,11,0,7,1,1960,Berlin,Berlin,MdAB
2081,Frömming,Götz,Dr.,NA,https://www.facebook.com/goetzfroemming,www.facebook.com/gotz.fromming,https://twitter.com/gtzfrmming,1,3,0,NA,NA,11,0,7,1,1968,Berlin,Eutin,Studiendirektor
2082,Malsack-Winkemann,Birgit,Dr.,NA,https://www.facebook.com/birgit.malsackwinkemann,NA,NA,1,4,0,NA,NA,11,0,7,0,1964,Berlin,Darmstadt,Richterin
2083,Fest,Nicolaus,Dr.,NA,https://www.facebook.com/festnicolaus/,NA,https://twitter.com/Nicolaus_Fest,1,5,1,80,Berlin-Charlottenburg-Wilmersdorf,11,0,7,1,1962,Berlin,Hamburg,Publizist
2084,Berg,Hans-Joachim,Dr.,NA,NA,NA,NA,1,6,0,NA,NA,11,0,7,1,1948,Berlin,Rehren (jetzt Auetal),Ministerialrat a. D.
2085,Sobolewski,Jörg,NA,NA,https://www.facebook.com/joerg.sobolewski,https://www.facebook.com/joerg.sobolewski1/,NA,1,7,0,NA,NA,11,0,7,1,1989,Berlin,Leverkusen,Student
2086,Radtke,Marius,Dr.,NA,NA,NA,https://twitter.com/Marius_Radtke,1,8,1,86,Berlin-Lichtenberg,11,0,7,1,1952,Berlin,Berlin,Zahnarzt
2087,Laatsch,Harald,NA,NA,https://www.facebook.com/haraldlaatsch/,https://www.facebook.com/profile.php?id=100011465472652,https://twitter.com/haraldlaatsch,1,9,0,NA,NA,11,0,7,1,1956,Berlin,Hagen,Unternehmensberater
2088,Conradi,Ralf-Günther,Dr.,NA,NA,NA,NA,1,10,0,NA,NA,11,0,7,1,1956,Berlin,Westerland (Sylt),Verbandsjurist
2089,Pazderski,Georg,NA,NA,https://www.facebook.com/Pazderski.Georg/,NA,https://twitter.com/georg_pazderski?lang=de,0,NA,1,76,Berlin-Pankow,11,0,7,1,1951,Berlin,Pirmasens,Oberst a. D.
2090,Neuendorf,Dieter,Dr.,NA,https://www.facebook.com/profile.php?id=100011125128687&fref=ts,NA,NA,0,NA,1,77,Berlin-Reinickendorf,11,0,7,1,1953,Berlin,Prenzlau,Facharzt
2091,Otti,Andreas,NA,NA,NA,NA,NA,0,NA,1,78,Berlin-Spandau – Charlottenburg Nord,11,0,7,1,1968,Berlin,Bad Berleburg,Offizier
2092,Mundt,Lothar,Dr.,NA,NA,NA,NA,0,NA,1,81,Berlin-Tempelhof-Schöneberg,11,0,7,1,1940,Berlin,Berlin,Literaturwissenschaftler
2093,Auricht,Jeannette,NA,NA,https://www.facebook.com/jeannette.auricht/,NA,NA,0,NA,1,85,Berlin-Marzahn-Hellersdorf,11,0,7,0,1970,Berlin,Berlin,kfm. Angestellte
2094,Gollombeck,Sabine,NA,NA,https://www.facebook.com/profile.php?id=100003858423622,NA,https://twitter.com/SabineGollombe1,0,NA,1,79,Berlin-Steglitz-Zehlendorf,11,0,7,0,1960,Berlin,Berlin,Dipl.-Kauffrau
2095,Hansel,Frank-Christian,NA,NA,https://www.facebook.com/fchansel/,https://www.facebook.com/fhansel1,https://twitter.com/FrankHansel,0,NA,1,82,Berlin-Neukölln,11,0,7,1,1964,Berlin,Wiesbaden,Dipl.-Politologe
2096,Schmidt,Sibylle,NA,NA,NA,NA,NA,0,NA,1,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,0,7,0,1961,Berlin,Berlin,Betriebswirtin
2097,Trefzer,Martin,NA,NA,NA,NA,NA,0,NA,1,84,Berlin-Treptow-Köpenick,11,0,7,1,1969,Berlin,Freiburg im Breisgau,Bankkaufmann / Volkswirt
2098,Stübgen,Michael,NA,NA,https://www.facebook.com/Stuebgen.Bundestag,NA,NA,1,1,1,65,Elbe-Elster – Oberspreewald-Lausitz II,12,1,1,1,1959,Finsterwalde,Lauchhammer,MdB / Baufacharbeiter / Pfarrer
2099,Koeppen,Jens,NA,NA,https://www.facebook.com/jens.koeppen,NA,https://twitter.com/jenskoeppen,1,2,1,57,Uckermark – Barnim I,12,1,1,1,1962,Berkholz-Meyenburg,Zeitz,MdB
2100,Tiemann,Dietlind,Dr.,NA,https://www.facebook.com/dietlind.tiemann,https://www.facebook.com/DrDietlindTiemann/,https://twitter.com/dr_tiemann,1,3,1,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,12,0,1,0,1955,Brandenburg an der Havel,Genthin,Oberbürgermeisterin
2101,Schimke,Jana,NA,NA,https://www.facebook.com/janaschimke.Bundestagsabgeordnete,NA,https://twitter.com/janaschimke,1,4,1,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,12,1,1,0,1979,Rangsdorf,Cottbus,Dipl.-Politologin / Politikwissenschaftlerin
2102,Feiler,Uwe Wolfgang Werner,NA,NA,https://www.facebook.com/uwefeilermdb,https://www.facebook.com/uwe.feiler.967,https://twitter.com/uwefe,1,5,1,58,Oberhavel – Havelland II,12,1,1,1,1965,Havelaue,Luhdorf,Dipl.-Finanzwirt
2103,Schulze,Klaus-Peter Friedrich Walter,Dr.,NA,https://www.facebook.com/schulzemdb,NA,NA,1,6,1,64,Cottbus – Spree-Neiße,12,1,1,1,1954,Döbern,Döbern,MdB / Dipl.-Lehrer
2104,Steineke,Sebastian,NA,NA,https://www.facebook.com/sebastiansteineke.Bundestagsabgeordneter/,https://www.facebook.com/sebastian.steineke,https://twitter.com/steinekecdu,1,7,1,56,Prignitz – Ostprignitz-Ruppin – Havelland I,12,1,1,1,1973,Neuruppin,Hamburg,Rechtsanwalt
2105,Ludwig,Saskia,Dr.,NA,https://www.facebook.com/SaskiaLudwig17/,NA,https://twitter.com/saskialudwig17,1,8,1,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,0,1,0,1968,Potsdam,Potsdam,Dipl.-Kauffrau
2106,Marwitz,Hans-Georg,NA,von der,https://www.facebook.com/vdMBundestag/,NA,NA,1,9,1,59,Märkisch-Oderland – Barnim II,12,1,1,1,1961,Vierlinden,Heidelberg,MdB / Landwirt
2107,Patzelt,Martin Maria Otto Felix,NA,NA,https://www.facebook.com/PatzeltBundestag/,https://www.facebook.com/martin.patzelt.1,NA,1,10,1,63,Frankfurt (Oder) – Oder-Spree,12,1,1,1,1947,Briesen (Mark),Frankfurt (Oder),MdB
2108,Möckel,Michael,NA,NA,https://www.facebook.com/michael.moeckel1,https://www.facebook.com/familienstadtfrankfurt/,NA,1,11,0,NA,NA,12,0,1,1,1979,Frankfurt (Oder),Frankfurt (Oder),Buchhändler
2109,Rolle,Evelyn Susann,NA,NA,https://www.facebook.com/susann.rolle.1,NA,https://twitter.com/SusannRolle2,1,12,0,NA,NA,12,0,1,0,1979,Bad Saarow,Bad Saarow,Landesgeschäftsführerin
2110,Brüning,Julian,NA,NA,https://www.facebook.com/julian.bruning.7,https://www.facebook.com/julian.bruening94/,https://twitter.com/julian_bruening,1,13,0,NA,NA,12,0,1,1,1994,Drebkau,Forst (Lausitz),Student
2111,Ziegler,Dagmar,NA,NA,https://www.facebook.com/ZieglerMdB,https://www.facebook.com/dagmar.ziegler,https://twitter.com/ZieglerMdB,1,1,1,56,Prignitz – Ostprignitz-Ruppin – Havelland I,12,1,2,0,1960,Wittenberge,Leipzig,Dipl.-Finanzökonomin
2112,Freese,Ulrich Ronald,NA,NA,https://www.facebook.com/ulifreese/,NA,https://twitter.com/UliFreese,1,2,1,64,Cottbus – Spree-Neiße,12,1,2,1,1951,Spremberg,Drevenack,MdB
2113,Schüle,Manja,Dr.,NA,https://www.facebook.com/manjaschuele,https://www.facebook.com/manja.orlowski,https://twitter.com/ManjaSchuele,1,3,1,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,0,2,0,1976,Potsdam,Frankfurt (Oder),Angestellte
2114,Zierke,Stefan,NA,NA,https://www.facebook.com/ZierkeSPD,https://www.facebook.com/Stefan.ausPrenzlau,https://twitter.com/zierke,1,4,1,57,Uckermark – Barnim I,12,1,2,1,1970,Prenzlau,Prenzlau,Werkzeugmacher / Touristikfachwirt
2115,Lehmann,Sylvia,NA,NA,https://www.facebook.com/sylvia.lehmann.16,https://www.facebook.com/Sylvia-Lehmann-1867495213504775/,https://twitter.com/lehmannspd,1,5,1,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,12,0,2,0,1954,Märkische Heide,Schorbus,MdL / Ökonomin
2116,Grimm,Benjamin Herbert,Dr.,NA,https://www.facebook.com/benjamingrimm.spd,https://www.facebook.com/grimmstar,NA,1,6,1,58,Oberhavel – Havelland II,12,0,2,1,1984,Hohen Neuendorf,Jerusalem,Rechtsanwalt
2117,Wallstein,Maja Scarlett,NA,NA,NA,NA,https://twitter.com/krawallstein,1,7,0,NA,NA,12,0,2,0,1986,Potsdam,Cottbus,wiss. Mitarbeiterin
2118,Rautenberg,Erardo,Prof. Dr.,NA,https://www.facebook.com/erardorautenberg,NA,NA,1,8,1,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,12,0,2,1,1953,Brandenburg an der Havel,"Comodoro Rivadavia, Argentinien",Generalstaatsanwalt des Landes BB / Honorarprofessor
2119,Eller,Rica,NA,NA,NA,NA,NA,1,9,0,NA,NA,12,0,2,0,1993,Bernau bei Berlin,Berlin,Studentin
2120,Ruebsam,Stephen Ulrich,NA,NA,https://www.facebook.com/ruebsamstephen,NA,https://twitter.com/stephenruebsam,1,10,1,59,Märkisch-Oderland – Barnim II,12,0,2,1,1970,Rüdersdorf bei Berlin,Berlin,Geschäftsführer
2121,Müller,Karolin,NA,NA,NA,NA,NA,1,11,0,NA,NA,12,0,2,0,1987,Niedergörsdorf,Lutherstadt Wittenberg,Allround-Personalsachbearbeiterin
2122,Walter,Hannes,NA,NA,https://www.facebook.com/walterwaehlen,NA,NA,1,12,1,65,Elbe-Elster – Oberspreewald-Lausitz II,12,0,2,1,1984,Massen-Niederlausitz,Finsterwalde,Betriebswirt
2123,Maier,Katharina,NA,NA,NA,NA,https://twitter.com/kathi_maier,1,13,0,NA,NA,12,0,2,0,1984,Großräschen,Kasanzewo,Sachbearbeiterin Sport und Kultur
2124,Berger,Franz Herbert,Dr.,NA,https://www.facebook.com/SPDBerger,https://www.facebook.com/fhb61,https://twitter.com/SPDBerger,1,14,1,63,Frankfurt (Oder) – Oder-Spree,12,0,2,1,1961,Beeskow,"Graz, Österreich",Dipl.-Meteorologe
2125,Hey,Petra,NA,NA,https://www.facebook.com/petra.hey.5,NA,NA,1,15,0,NA,NA,12,0,2,0,1970,Falkensee,Dortmund,Betriebswirtin (VWA) / Industriekauffrau
2126,Bedrich,Marco,NA,NA,https://www.facebook.com/marco.bedrich,NA,NA,1,16,0,NA,NA,12,0,2,1,1993,Cottbus,Cottbus,Elektroniker für Betriebstechnik
2127,Müller,Antonia,NA,NA,NA,NA,NA,1,17,0,NA,NA,12,0,2,0,1995,Schwielowsee,Berlin-Zehlendorf,Studentin
2128,Gläser,Michael,NA,NA,https://www.facebook.com/Michael.Glaeser84/,NA,https://twitter.com/michaelglaeser,1,18,0,NA,NA,12,0,2,1,1984,Altlandsberg,Pasewalk,Betriebsrat / Gesamtbetriebsrat
2129,Meyer,Juliane,NA,NA,https://www.facebook.com/giuliane.fiorentina,NA,NA,1,19,0,NA,NA,12,0,2,0,1986,Fürstenwalde/Spree,Magdeburg,Dipl.-Juristin
2130,Labahn,Stefan,NA,NA,https://www.facebook.com/Ste.Lab96/,NA,https://twitter.com/FirefighterGUB,1,20,0,NA,NA,12,0,2,1,1996,Cottbus,Guben,Auszubildender zum Koch
2131,Schwenter,Ulrike,NA,NA,https://www.facebook.com/ulrike.schwenter,NA,NA,1,21,0,NA,NA,12,0,2,0,1962,Blankenfelde-Mahlow,Ratingen,radiol.-techn. Assistentin
2132,Wendland,Lars,NA,NA,https://www.facebook.com/LarsWendland/,NA,https://twitter.com/larswendland,1,22,0,NA,NA,12,0,2,1,1973,Brieskow-Finkenheerd,Bünde,Bundespolizist
2133,Dettke,Martina,NA,NA,https://www.facebook.com/durchblick.dettke,NA,https://twitter.com/DurchblickD,1,23,0,NA,NA,12,0,2,0,1963,Kleinmachnow,Berlin,Augenoptikermeisterin
2134,Potempa,Harald Fritz,Dr.,NA,NA,NA,NA,1,24,0,NA,NA,12,0,2,1,1963,Falkensee,Dorfen,Historiker / Stabsoffizier
2135,Rehda,Marianne,NA,NA,NA,NA,NA,1,25,0,NA,NA,12,0,2,0,1960,Brandenburg an der Havel,Waren,Rechtsanwältin
2136,Grunert,Matthias,NA,NA,NA,NA,NA,1,26,0,NA,NA,12,0,2,1,1979,Luckenwalde,Luckenwalde,Polizeivollzugsbeamter
2137,Krause,Kathleen,NA,NA,https://www.facebook.com/kathleen.krause.10,www.facebook.com/kathleen.krause.5,https://twitter.com/krause_golm_rie,1,27,0,NA,NA,12,0,2,0,1971,Potsdam,Greifswald,Angestellte
2138,Schlüter,Andreas,NA,NA,https://www.facebook.com/andreas.schlueter/,https://www.facebook.com/andreas.l.schlueter,https://twitter.com/alschluter,1,28,0,NA,NA,12,0,2,1,1985,Potsdam,Potsdam,Dipl.-Verwaltungswissenschaftler
2139,Neumann,Eveline Juliana,NA,NA,NA,NA,NA,1,29,0,NA,NA,12,0,2,0,1949,Jüterbog,Berlin,Pensionärin
