unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession
1,Wadephul,Johann David,Dr.,NA,https://www.facebook.com/johann.wadephul/,NA,https://twitter.com/JoWadephul,1,1,1,4,Rendsburg-Eckernförde,1,1,1,1,1963,Molfsee,Husum,MdB / Rechtsanwalt
2,Brackmann,Norbert,NA,NA,https://www.facebook.com/NorbertBrackmann/,https://www.facebook.com/profile.php?id=100008396414746,NA,1,2,1,10,Herzogtum Lauenburg – Stormarn-Süd,1,1,1,1,1954,Lauenburg/ Elbe,Lauenburg/ Elbe,MdB / Jurist
3,Gädechens,Ingo,NA,NA,https://www.facebook.com/ingo.gaedechens,https://www.facebook.com/FanpageIngoGaedechens,NA,1,3,1,9,Ostholstein – Stormarn-Nord,1,1,1,1,1960,Fehmarn,Lübeck,MdB / Berufssoldat a. D.
4,Storjohann,Gero,NA,NA,https://www.facebook.com/g.storjohann/,https://www.facebook.com/gero.storjohann,https://twitter.com/gero_storjohann,1,4,1,8,Segeberg – Stormarn-Mitte,1,1,1,1,1958,Seth,Bad Segeberg,MdB / Dipl.-Betriebswirt (FH)
5,Damerow,Astrid,NA,NA,https://www.facebook.com/astrid.damerow,NA,NA,1,5,1,2,Nordfriesland – Dithmarschen Nord,1,0,1,0,1958,Karlum,Bonndorf im Schwarzwald,geschäftsf. Gesellschafterin Coaching und Beratung
6,Stritzl,Thomas,NA,NA,https://www.facebook.com/MdB.Stritzl/,https://www.facebook.com/thomas.stritzl,NA,1,6,1,5,Kiel,1,1,1,1,1957,Kiel,Hamburg,MdB / Rechtsanwalt
7,Helfrich,Mark,NA,NA,https://www.facebook.com/markhelfrich.de/,https://www.facebook.com/mark.helfrich.50,NA,1,7,1,3,Steinburg – Dithmarschen Süd,1,1,1,1,1978,Dägeling,Itzehoe,MdB / Betriebswirt
8,Bernstein,Melanie,NA,NA,https://www.facebook.com/melaniebernstein.cdu/,https://www.facebook.com/mela.bernstein,https://twitter.com/mela_bernstein,1,8,1,6,Plön – Neumünster,1,0,1,0,1976,Wahlstedt,Buchholz in der Nordheide,Kulturwissenschaftlerin
9,Schmidtke,Claudia,Prof. Dr.,NA,https://www.facebook.com/profile.php?id=100015234429413,https://www.facebook.com/Prof.Dr.ClaudiaSchmidtke/,NA,1,9,1,11,Lübeck,1,0,1,0,1966,Lübeck,Neumünster,Ärztin
10,Abercron,Michael,Dr.,von,https://www.facebook.com/mvabercron/,https://www.facebook.com/michael.vonabercron.3,https://twitter.com/mvabercron,1,10,1,7,Pinneberg,1,0,1,1,1952,Elmshorn,Ehlerstorf,Dipl.-Agraringenieur / Angestellter ö. D. / Unternehmer
11,Steiner,Dagmar,Dr.,NA,https://www.facebook.com/dagsteiner,NA,NA,1,11,0,NA,NA,1,0,1,0,1964,Hasloh,Berlin-Zehlendorf,Ärztin
12,Schmachtenberg,Max,NA,NA,https://www.facebook.com/max.schmachtenberg.9,NA,https://twitter.com/max_schmachti,1,12,0,NA,NA,1,0,1,1,1987,Kiel,Kaiserslautern,Angestellter
13,Gaarz,Timo,NA,NA,https://www.facebook.com/timo.gaarz,NA,https://twitter.com/timogaarz,1,13,0,NA,NA,1,0,1,1,1977,Heiligenhafen,Oldenburg in Holstein,Dipl.-Finanzwirt (FH)
14,Rönnau,Stefanie,Dr.,NA,NA,NA,NA,1,14,0,NA,NA,1,0,1,0,1970,Kiel,Kiel,ltd. Angestellte
15,Sölter,Nicolas,NA,NA,https://www.facebook.com/nicolas.solter,NA,https://twitter.com/nsoelter,1,15,0,NA,NA,1,0,1,1,1988,Elmshorn,Elmshorn,Rechtsreferendar
16,Lorenzen,Florian,NA,NA,https://www.facebook.com/florian.lorenzen.391,NA,https://twitter.com/FlorianLorenzen,1,16,0,NA,NA,1,0,1,1,1986,Sollwitt,Flensburg,Landwirt
17,Herdan,Marion,NA,NA,NA,NA,https://twitter.com/HerdanMarion,1,17,0,NA,NA,1,1,1,0,1958,Molfsee,Kiel,MdB / Angestellte
18,Trester,Marc-Friedrich,NA,NA,https://www.facebook.com/marc.trester.3,NA,NA,1,18,0,NA,NA,1,0,1,1,1971,Heide,Heide,Industriemeister Metall
19,Gjoka,Kole,NA,NA,https://www.facebook.com/kole.gjoka.9,NA,https://twitter.com/GjokaKole,1,19,0,NA,NA,1,0,1,1,1970,Elmshorn,"Kullaxhi Mirdite, Albanien",selbständig
20,Wedelstaedt,Christina-Elisabeth,Dr.,von,NA,NA,NA,1,20,0,NA,NA,1,0,1,0,1965,Großenwiehe,Flensburg,Zahnärztin
21,Schmuck,Alexander,NA,NA,https://www.facebook.com/alex.schmuck.9,NA,NA,1,21,0,NA,NA,1,0,1,1,1986,Bad Schwartau,Marburg,Arzt
22,Nicolaisen,Petra,NA,NA,https://www.facebook.com/petra.nicolaisen,NA,NA,0,NA,1,1,Flensburg – Schleswig,1,0,1,0,1965,Wanderup,Schleswig,Industriekauffrau
23,Hagedorn,Bettina,NA,NA,NA,NA,NA,1,1,1,9,Ostholstein – Stormarn-Nord,1,1,2,0,1955,Kasseedorf,Kiel,MdB / Goldschmiedin
24,Rix,Sönke,NA,NA,https://www.facebook.com/soenkerixmdb,https://www.facebook.com/soenkerix,https://twitter.com/soenkerix,1,2,1,4,Rendsburg-Eckernförde,1,1,2,1,1975,Eckernförde,Eckernförde,Erzieher
25,Scheer,Nina,Dr.,NA,https://www.facebook.com/ninascheer.spd,NA,https://twitter.com/NinaScheer_SPD,1,3,1,10,Herzogtum Lauenburg – Stormarn-Süd,1,1,2,0,1971,Siebeneichen,Berlin,Juristin / Politikwissenschaftlerin / Musikerin
26,Rossmann,Ernst Dieter,Dr.,NA,https://www.facebook.com/ErnstDieterRossmann,https://www.facebook.com/rossmannpi,https://twitter.com/edrossmann,1,4,1,7,Pinneberg,1,1,2,1,1951,Elmshorn,Elmshorn,MdB / Dipl.-Psychologe
27,Hiller-Ohm,Gabriele,NA,NA,https://www.facebook.com/GabrieleHillerOhm,https://www.facebook.com/GabiHillerOhm,https://twitter.com/GabiHillerOhm,1,5,1,11,Lübeck,1,1,2,0,1953,Lübeck,Lübeck,MdB
28,Thissen,Karin,Dr.,NA,https://www.facebook.com/thissen.karin,https://www.facebook.com/karin.thissen.5,NA,1,6,1,3,Steinburg – Dithmarschen Süd,1,1,2,0,1960,Itzehoe,Neuss,Tierärztin
29,Wagner,Alexander,NA,NA,https://www.facebook.com/wagner.alexander,NA,https://twitter.com/alexwagner_sh,1,7,1,8,Segeberg – Stormarn-Mitte,1,0,2,1,1987,Bad Segeberg,Güstrow,Politikwissenschaftler
30,Teschendorf,Clemens,NA,NA,https://www.facebook.com/Bundestagskandidat.WK1,https://www.facebook.com/clemens.teschendorf,https://twitter.com/Teschendorf,1,8,1,1,Flensburg – Schleswig,1,0,2,1,1974,Steinbergkirche,Bielefeld,Dipl.-Politologe
31,Stein,Jens Mathias,NA,NA,https://www.facebook.com/mathias.stein.spd,https://www.facebook.com/mathias.stein.7,https://twitter.com/stonie_kiel,1,9,1,5,Kiel,1,0,2,1,1970,Kiel,Kiel,Bauzeichner
32,Malecha-Nissen,Birgit,Dr.,NA,https://www.facebook.com/malechanissen,https://www.facebook.com/profile.php?id=100000090806544,https://twitter.com/malechanissen,1,10,1,6,Plön – Neumünster,1,1,2,0,1958,Passade,Essen,Geologin
33,Roeder,Elke Christina,NA,NA,NA,NA,NA,1,11,0,NA,NA,1,0,2,0,1966,Neumünster,Simmern/ Hunsrück,Bankkauffrau / Juristin
34,Friedrichs-Heinemann,Beate,NA,NA,NA,NA,NA,1,12,0,NA,NA,1,0,2,0,1958,Kiel,Werne,Sonderschullehrerin
35,Ahrens,Martin,NA,NA,NA,NA,NA,1,13,0,NA,NA,1,0,2,1,1977,Hüttblek,Stolp,Bilanzbuchhalter
36,Petersen,Katrin,NA,NA,https://www.facebook.com/katrin.petersen.9,NA,NA,1,14,0,NA,NA,1,0,2,0,1987,Kiel,Rendsburg,Erzieherin
37,Cinar,Mahmut,NA,NA,NA,NA,NA,1,15,0,NA,NA,1,0,2,1,1982,Norderstedt,Hamburg,Integrationslehrer
38,Möller-Neustock,Antje,NA,NA,https://www.facebook.com/AntjeMoellerNeustock,NA,NA,1,16,0,NA,NA,1,0,2,0,1961,Kiel,Wesselburen,Dipl.-Informatikerin (FH)
39,Meyer,Jens Gerd,NA,NA,https://www.facebook.com/jens.meyer.71,NA,https://twitter.com/Notarius1,1,17,0,NA,NA,1,0,2,1,1957,Lauenburg/ Elbe,Lauenburg/ Elbe,Rechtsanwalt und Notar
40,Stübe,Yves-Christian,NA,NA,https://www.facebook.com/yveschristian.stube,NA,https://twitter.com/stuebetour,1,18,0,NA,NA,1,0,2,1,1978,Kiel,Eckernförde,Immobilienkaufmann
41,Petersen,Thies,NA,NA,https://www.facebook.com/thies.petersen.kiel,NA,https://twitter.com/thiespetersen,1,19,0,NA,NA,1,0,2,1,1980,Kiel,Rendsburg,Informatiker
42,Ilgen,Matthias,NA,NA,http://www.facebook.com/matthias.ilgen,NA,https://twitter.com/MatthiasIlgen,0,NA,1,2,Nordfriesland – Dithmarschen Nord,1,1,2,1,1983,Husum,Husum,MdB / selbständig
43,Kubicki,Wolfgang,NA,NA,https://www.facebook.com/kubicki.wolfgang/,NA,NA,1,1,1,3,Steinburg – Dithmarschen Süd,1,0,6,1,1952,Strande,Braunschweig,Rechtsanwalt / Dipl.-Volkswirt
44,Buchholz,Bernd,Dr.,NA,https://www.facebook.com/bernd.buchholz.58,NA,https://twitter.com/BerndBuchholz,1,2,1,10,Herzogtum Lauenburg – Stormarn-Süd,1,0,6,1,1961,Ahrensburg,Berlin,Rechtsanwalt
45,Aschenberg-Dugnus,Christine,NA,NA,https://www.facebook.com/christine.aschenbergdugnus,NA,https://twitter.com/cad59,1,3,1,4,Rendsburg-Eckernförde,1,0,6,0,1959,Strande,Eppstein / Ts.,Rechtsanwältin
46,Jensen,Gyde,NA,NA,https://www.facebook.com/gyde.jensen.33,NA,https://twitter.com/GydeJ,1,4,0,NA,NA,1,0,6,0,1989,Neudorf-Bornstein,Rendsburg,Politikwissenschaftlerin
47,Mährlein,Tobias,NA,NA,https://www.facebook.com/tobias.mahrlein.5,https://www.facebook.com/TobiasMaehrleinFDP/,NA,1,5,1,8,Segeberg – Stormarn-Mitte,1,0,6,1,1959,Norderstedt,Hamburg,Buchhändler
48,Lucks,Christian Rudolf Michael,NA,NA,https://www.facebook.com/crmlucks/,https://www.facebook.com/crlucks,https://twitter.com/crmkoch,1,6,1,1,Flensburg – Schleswig,1,0,6,1,1975,Flensburg,Ibbenbüren,Studienrat
49,Rinke,Joachim,Dr.,NA,NA,NA,NA,1,7,1,9,Ostholstein – Stormarn-Nord,1,0,6,1,1956,Bosau,Tübingen,Arzt
50,Klampe,Olaf,NA,NA,NA,NA,NA,1,8,1,7,Pinneberg,1,0,6,1,1955,Pinneberg,Hamburg,Kaufmann
51,Jeguschke,Timo,NA,NA,https://www.facebook.com/timo.jeguschke,https://www.facebook.com/timojeg,https://twitter.com/TimoJeguschke,1,9,1,11,Lübeck,1,0,6,1,1990,Lübeck,Bad Segeberg,Student
52,Wolf,Martin Josef,NA,NA,NA,NA,NA,1,10,1,6,Plön – Neumünster,1,0,6,1,1962,Preetz,Witterschlick,Rechtsanwalt
53,Brodersen,Berthold,NA,NA,https://www.facebook.com/berthold.brodersen,NA,https://twitter.com/BertholdBroder1,0,NA,1,2,Nordfriesland – Dithmarschen Nord,1,0,6,1,1952,Niebüll,Niebüll,Unternehmensberater
54,Blumenthal,Sebastian,NA,NA,NA,NA,https://twitter.com/seb_blumenthal,0,NA,1,5,Kiel,1,0,6,1,1974,Kiel,Bergen,IT-Berater
55,Amtsberg,Luise,NA,NA,https://www.facebook.com/LuiseAmtsberg,NA,https://twitter.com/Luise_Amtsberg,1,1,1,5,Kiel,1,1,4,0,1984,Berlin,Greifswald,MdB / Islamwissenschaftlerin
56,Notz,Konstantin,Dr.,von,https://www.facebook.com/KonstantinNotz,https://www.facebook.com/konstantin.vonnotz,https://twitter.com/KonstantinNotz,1,2,1,10,Herzogtum Lauenburg – Stormarn-Süd,1,1,4,1,1971,Mölln,Mölln,MdB / Jurist
57,Nestle,Ingrid,NA,NA,NA,NA,https://twitter.com/ingrid_nestle,1,3,1,3,Steinburg – Dithmarschen Süd,1,0,4,0,1977,Kiel,Schwäbisch Gmünd,Dipl.-Wirtschaftsingenieurin
58,Nickel,Jörg,Dr.,NA,https://www.facebook.com/joerg.nickel,NA,https://twitter.com/Joerg_Nickel,1,4,0,NA,NA,1,0,4,1,1967,Kiel,Hamburg,Meeresbiologe
59,Löffert-Pokatis,Friederike,NA,NA,NA,NA,https://twitter.com/PfrolleinP,1,5,0,NA,NA,1,0,4,0,1985,Kiel,Preetz,Angestellte
60,Brunken,Jakob,NA,NA,https://www.facebook.com/jakob.brunken,NA,https://twitter.com/happy_gruen,1,6,1,9,Ostholstein – Stormarn-Nord,1,0,4,1,1987,Kasseedorf,Hannover,Zimmerermeister
61,Täck,Ulrike,NA,NA,https://www.facebook.com/profile.php?id=100007920707500,NA,https://twitter.com/UlrikeTack,1,7,1,8,Segeberg – Stormarn-Mitte,1,0,4,0,1968,Boostedt,Gifhorn,Professorin
62,Regis,Steffen,NA,NA,https://www.facebook.com/steffen.regis,NA,https://twitter.com/dm2sr,1,8,0,NA,NA,1,0,4,1,1989,Kiel,Horb am Neckar,Student
63,Frieben-Wischer,Karla Annemarie,NA,NA,NA,NA,NA,1,9,0,NA,NA,1,0,4,0,1962,Kiel,Heide (Holstein),Journalistin
64,Osterkamp-Andresen,Wilfried Karl,NA,NA,https://www.facebook.com/profile.php?id=100013331984601,NA,https://twitter.com/gauvain7,1,10,0,NA,NA,1,0,4,1,1952,Meldorf,Saarbrücken,Dipl.-Sozialarbeiter
65,Mock-Hofeditz,Kerstin,NA,NA,https://www.facebook.com/kerstin.mock.96,NA,https://twitter.com/kerstinmock,1,11,0,NA,NA,1,0,4,0,1966,Husum,Köln,Biologin
66,Brunsch,Luca Tadeusz Johannes,NA,NA,NA,NA,NA,1,12,0,NA,NA,1,0,4,1,1995,Kiel,Hannover,Student
67,Wagner,Arfst,NA,NA,https://www.facebook.com/Arfst-Wagner-662908773754275,https://www.facebook.com/arfst.wagner,https://twitter.com/Arfst_Wagner,0,NA,1,2,Nordfriesland – Dithmarschen Nord,1,0,4,1,1954,Tetenhusen,Wyk auf Föhr,Lehrer
68,Elbert,Susanne,NA,NA,https://www.facebook.com/susanne.elbert.52,NA,NA,0,NA,1,6,Plön – Neumünster,1,0,4,0,1966,Martensrade,Münster,Rechtsanwältin
69,Fürter,Thorsten,NA,NA,https://www.facebook.com/fuerter.luebeck/,https://www.facebook.com/fuerter,https://twitter.com/gruenaushl,0,NA,1,11,Lübeck,1,0,4,1,1970,Lübeck,Hamburg,Richter am OLG
70,Ulrich,Claudia,NA,NA,NA,NA,NA,0,NA,1,4,Rendsburg-Eckernförde,1,0,4,0,1980,Altenholz,Kiel,Lehrerin
71,Wittenhorst,Peter,NA,NA,https://www.facebook.com/profile.php?id=100015727845390,NA,NA,0,NA,1,1,Flensburg – Schleswig,1,0,4,1,1960,Schleswig,Wanne-Eickel,Arzt
72,Möbius,Bernd,NA,NA,https://www.facebook.com/bernd.mobius.7,NA,NA,0,NA,1,7,Pinneberg,1,0,4,1,1959,Uetersen,Uetersen,Informatiker
73,Möhring,Cornelia,NA,NA,https://www.facebook.com/CorneliaMoehring,https://www.facebook.com/cornelia.mohring.7,https://twitter.com/Conni_Moehring,1,1,1,7,Pinneberg,1,1,3,0,1960,Giekau,Hamburg,Dipl.-Sozialökonomin
74,Beutin,Lorenz Gösta,NA,NA,https://www.facebook.com/lgbeutin/,https://www.facebook.com/lorenzgosta,https://twitter.com/lgbeutin,1,2,1,6,Plön – Neumünster,1,0,3,1,1978,Kiel,Hamburg,Historiker
75,Fehimli-Kuzu,Ayse,NA,NA,https://www.facebook.com/ayse.fehimli,NA,https://twitter.com/FehimliAyse,1,3,0,NA,NA,1,0,3,0,1957,Kiel,"Pazarcik, Türkei",Sozialarbeiterin
76,Luetkens,Sascha,NA,NA,https://www.facebook.com/sascha.luetkens,NA,https://twitter.com/saluet_hl,1,4,0,NA,NA,1,0,3,1,1976,Lübeck,Berlin,Angestellter
77,Zunft,Katjana,NA,NA,https://www.facebook.com/katjana.zunft,NA,https://twitter.com/katjana_zunft,1,5,0,NA,NA,1,0,3,0,1969,Lübeck,Lübeck,Erzieherin
78,Seidler,Pascal,NA,NA,NA,NA,NA,1,6,0,NA,NA,1,0,3,1,1991,Büdelsdorf,Rendsburg,Hauswirtschaftshelfer
79,Soldan,Hermann,NA,NA,https://www.facebook.com/hermann.soldan,NA,NA,0,NA,1,1,Flensburg – Schleswig,1,0,3,1,1961,Flensburg,Berlin,Lehrer
80,Karstens,Stefan,NA,NA,NA,NA,https://twitter.com/StefanKarstens,0,NA,1,4,Rendsburg-Eckernförde,1,0,3,1,1981,Kiel,Eckernförde,Einzelhandelskaufmann
81,Beutin,Heidi Herma Elise,NA,NA,NA,NA,NA,0,NA,1,10,Herzogtum Lauenburg – Stormarn-Süd,1,0,3,0,1945,Köthel,Hamburg,Wissenschaftspublizistin
82,Schilke,Michael,NA,NA,https://www.facebook.com/michael.schilke,NA,https://twitter.com/MichaelSchilke3,0,NA,1,2,Nordfriesland – Dithmarschen Nord,1,0,3,1,1965,Hochdonn,Saarlouis,IT-Fachangestellter
83,Thoroe,Björn,NA,NA,https://www.facebook.com/Björn-Thoroe-127429433968917,https://www.facebook.com/bjoern.thoroe,https://twitter.com/bjoernthoroe,0,NA,1,3,Steinburg – Dithmarschen Süd,1,0,3,1,1984,Kiel,Kiel,Angestellter
84,Berbig,Miro,NA,NA,https://www.facebook.com/miro.berbig,NA,https://twitter.com/Miro_Berbig,0,NA,1,8,Segeberg – Stormarn-Mitte,1,0,3,1,1964,Norderstedt,Langenhagen,IT-Consultant
85,Eickmeyer,Klaus,NA,NA,https://www.facebook.com/klaus.eickmeyer,NA,https://twitter.com/schaf666,0,NA,1,9,Ostholstein – Stormarn-Nord,1,0,3,1,1959,Reinfeld (Holstein),Halberstadt,Verwaltungsangestellter
86,Smirnow,Maxim,NA,NA,https://www.facebook.com/maxim.smirnow.1998,NA,NA,0,NA,1,5,Kiel,1,0,3,1,1998,Kiel,Kiel,Student
87,Hollnagel,Bruno,Dr.,NA,https://www.facebook.com/Bruno-Hollnagel-198749143991129/,https://www.facebook.com/profile.php?id=100020249862132,https://twitter.com/Bruno_Alberti,1,1,1,10,Herzogtum Lauenburg – Stormarn-Süd,1,0,7,1,1948,Hoisdorf,Hamburg,Wirtschaftswissenschaftler
88,Gehrke,Axel,Dr.,NA,https://www.facebook.com/Axel.Gehrke.AfD/,https://www.facebook.com/axel.gehrke,https://twitter.com/axelgehrke,1,2,1,9,Ostholstein – Stormarn-Nord,1,0,7,1,1942,Grönwohld,Arnswalde,Arzt
89,Bollmann,Gereon Martin,NA,NA,NA,NA,NA,1,3,1,4,Rendsburg-Eckernförde,1,0,7,1,1953,Eckernförde,Au im Murgtal (jetzt Weisenbach),Richter
90,Schneider,Joachim,NA,NA,https://www.facebook.com/Joachim.Schneider.AfD/,NA,NA,1,4,1,7,Pinneberg,1,0,7,1,1972,Elmshorn,Heilbronn,Angestellter
91,Wamhoff,Dennis,NA,NA,https://www.facebook.com/afd.dennis.wamhoff/,NA,https://twitter.com/d_wamhoff_afd,1,5,0,NA,NA,1,0,7,1,1981,Preetz,Kiel,selbständig
92,Hohmann,Gerald,NA,NA,https://www.facebook.com/Gerald-Hohmann-226202431175888/,NA,https://twitter.com/Gerald_Hohmann/,1,6,0,NA,NA,1,0,7,1,1959,Kiel,Kiel,Rechtsanwalt
93,Evermann,Heiko,NA,NA,https://www.facebook.com/Heiko.Evermann.AfD/,https://www.facebook.com/heiko.evermann,https://twitter.com/evermann,1,7,1,8,Segeberg – Stormarn-Mitte,1,0,7,1,1968,Ellerau,Lübeck,Informatiker
94,Kaiser,Karin,Dr.,NA,https://www.facebook.com/karin.kaiser.399,NA,https://twitter.com/dr_karin_kaiser,1,8,0,NA,NA,1,0,7,0,1962,Heikendorf,Göttingen,Hochschullehrerin
95,Izdebski,Jürgen,NA,NA,https://www.facebook.com/IZE.AfD/,NA,NA,0,NA,1,2,Nordfriesland – Dithmarschen Nord,1,0,7,1,1954,Leck,Hamm,Berufssoldat a. D.
96,Knust,Hans-Eberhard,NA,NA,NA,NA,NA,0,NA,1,11,Lübeck,1,0,7,1,1936,Lübeck,Gleiwitz (Oberschlesien),Dipl.-Ingenieur (FH)
97,Hansen,Frank,NA,NA,https://www.facebook.com/Frank-Hansen-702013106568142/,NA,NA,0,NA,1,1,Flensburg – Schleswig,1,0,7,1,1970,Langballig,Preetz,Soldat
98,Rhein,Rolf Friedrich,NA,von,NA,NA,NA,0,NA,1,3,Steinburg – Dithmarschen Süd,1,0,7,1,1950,Sankt Michaelisdonn,St. Michaelisdonn,Heizungsbaumeister
99,Reimers,Eike,NA,NA,NA,NA,NA,0,NA,1,5,Kiel,1,0,7,1,1994,Lehmkuhlen,Preetz,Student
100,Wiegmann,Bernd,NA,NA,NA,NA,NA,0,NA,1,6,Plön – Neumünster,1,0,7,1,1966,Neumünster,Neumünster,selbständig
101,Weinberg,Marcus,NA,NA,www.facebook.com/Marcus.Weinberg,NA,https://twitter.com/MarcusWeinberg,1,1,1,19,Hamburg-Altona,2,1,1,1,1967,Hamburg,Hamburg,MdB
102,Kruse,Rüdiger,NA,NA,https://www.facebook.com/Kruse.Hamburg.Eimsbuettel,NA,https://twitter.com/RuedigerKruse,1,2,1,20,Hamburg-Eimsbüttel,2,1,1,1,1961,Hamburg,Hamburg,Geschäftsführer
103,Vries,Christoph Bernhard,NA,de,www.facebook.com/christophdevries,NA,NA,1,3,1,18,Hamburg-Mitte,2,0,1,1,1974,Hamburg,Hamburg,Dipl.-Soziologe / ltd. Angestellter
104,Ploß,Christoph Johannes,Dr.,NA,www.facebook.com/ploss2017,NA,https://twitter.com/ChrisPloss,1,4,1,21,Hamburg-Nord,2,0,1,1,1985,Hamburg,Hamburg,Pressereferent
105,Gundelach,Herlind,Dr.,NA,NA,NA,https://twitter.com/HGundelach,1,5,1,23,Hamburg-Bergedorf – Harburg,2,1,1,0,1949,Hamburg,Aalen,Senatorin a. D.
106,Graage,Eckard Hans Uwe,NA,NA,https://www.facebook.com/eckard.graage,NA,NA,1,6,1,22,Hamburg-Wandsbek,2,0,1,1,1954,Hamburg,Manhagen,Steuerberater
107,Niecke,Antonia Alwine Gisela,NA,NA,https://www.facebook.com/a.niecke,NA,https://twitter.com/AntoniaNiecke,1,7,0,NA,NA,2,0,1,0,1991,Hamburg,Hamburg,Studentin
108,Frankenberg und Proschlitz,Jobst-Egbert Dietrich Armin Friedrich Stefan,NA,von,NA,NA,NA,1,8,0,NA,NA,2,0,1,1,1967,Hamburg,Hamburg,stellv. Schulleiter
109,Stöver,Birgit,NA,NA,https://www.facebook.com/birgitstoevermdhb,NA,NA,1,9,0,NA,NA,2,0,1,0,1970,Hamburg,Hamburg,Lebensmittelchemikerin
110,Fischer-Pinz,Brit-Meike,NA,NA,NA,NA,NA,1,10,0,NA,NA,2,0,1,0,1973,Hamburg,Hamburg,Fachärztin für Psychiatrie und Psychotherapie
111,Seelmäcker,Richard,NA,NA,https://www.facebook.com/richard.seelmaecker,NA,NA,1,11,0,NA,NA,2,0,1,1,1973,Hamburg,Hamburg,Rechtsanwalt
112,Özoğuz,Aydan Saliha,NA,NA,www.facebook.com/AydanOezoguz,NA,https://twitter.com/oezoguz,1,1,1,22,Hamburg-Wandsbek,2,1,2,0,1967,Hamburg,Hamburg,Staatsministerin
113,Kahrs,Johannes,NA,NA,www.facebook.com/johanneskahrs,http://www.facebook.com/kahrs.hamburg,https://twitter.com/kahrs,1,2,1,18,Hamburg-Mitte,2,1,2,1,1963,Hamburg,Bremen,Angestellter
114,Martin,Dorothee Katja Julia,NA,NA,www.facebook.com/dorothee.spd,NA,https://twitter.com/Doro_Martin,1,3,1,21,Hamburg-Nord,2,0,2,0,1978,Hamburg,Kaiserslautern,MdHB / Angestellte
115,Annen,Niels,NA,NA,https://www.facebook.com/nielsannen/,NA,https://twitter.com/NielsAnnen,1,4,1,20,Hamburg-Eimsbüttel,2,1,2,1,1973,Hamburg,Hamburg,Historiker
116,Schmager,Ronja Maria Magdalena,NA,NA,https://www.facebook.com/ronja.schmager,NA,https://twitter.com/SchmagerR,1,5,0,NA,NA,2,0,2,0,1989,Hamburg,Hamburg,Krankenschwester
117,Bartke,Matthias,Dr.,NA,https://www.facebook.com/mbartke,https://www.facebook.com/matthias.bartke,https://twitter.com/matthiasbartke,1,6,1,19,Hamburg-Altona,2,1,2,1,1959,Hamburg,Bremen,Jurist
118,Quast,Anja Magdalena,NA,NA,NA,NA,NA,1,7,0,NA,NA,2,0,2,0,1971,Hamburg,Hamburg,Angestellte
119,Hakverdi,Metin,NA,NA,https://www.facebook.com/metin.hakverdi.3,https://www.facebook.com/Metin-Hakverdi-178872845468327/,https://twitter.com/MetinHakverdi,1,8,1,23,Hamburg-Bergedorf – Harburg,2,1,2,1,1969,Hamburg,Hamburg,Volljurist
120,Ackmann,Petra,NA,NA,https://www.facebook.com/petra.ackmann.3,NA,https://twitter.com/PetraAckmann,1,9,0,NA,NA,2,0,2,0,1966,Hamburg,Hamburg,Steuerberaterin
121,Bernzen,Christian Hinrich Gottfried,Dr.,NA,NA,NA,NA,1,10,0,NA,NA,2,0,2,1,1962,Hamburg,Neuss,Professor / Hochschullehrer
122,Urbanski,Annika Anita,NA,NA,https://www.facebook.com/annika.urbanski,NA,https://twitter.com/anni1094,1,11,0,NA,NA,2,0,2,0,1994,Hamburg,Hamburg,Studentin
123,Rose,Wolfgang Hans Hermann,NA,NA,https://www.facebook.com/wolfgang.rose.79,NA,https://twitter.com/wolfgang_rose,1,12,0,NA,NA,2,0,2,1,1947,Hamburg,Bremen,Gewerkschaftssekretär i. R.
124,Suding,Katja Rita,NA,NA,https://www.facebook.com/suding/,NA,https://twitter.com/katjasuding,1,1,1,19,Hamburg-Altona,2,0,6,0,1975,Hamburg,Vechta,Kommunikationsberaterin
125,Schinnenburg,Wieland Albert Wilhelm,NA,NA,https://www.facebook.com/Wieland.Schinnenburg.FDP/,https://www.facebook.com/wieland.schinnenburg,https://twitter.com/WSchinnenburg,1,2,1,22,Hamburg-Wandsbek,2,0,6,1,1958,Hamburg,Norden,Zahnarzt / Rechtsanwalt
126,Bläsing,Robert,NA,NA,https://www.facebook.com/robert.blaesing,NA,https://twitter.com/robertblaesing,1,3,1,21,Hamburg-Nord,2,0,6,1,1982,Hamburg,Perleberg,Dipl.-Verwaltungswirt (FH)
127,Schröder,Ria,NA,NA,https://www.facebook.com/ria.schroeder.hh/,NA,https://twitter.com/ria_schroeder,1,4,1,20,Hamburg-Eimsbüttel,2,0,6,0,1992,Hamburg,Boppard,Studentin
128,Kruse,Michael,NA,NA,https://www.facebook.com/michaelkrusefdphamburg/,https://www.facebook.com/michael.kruse.75,https://twitter.com/krusehamburg,1,5,1,18,Hamburg-Mitte,2,0,6,1,1983,Hamburg,Hamburg,Geschäftsführer
129,Coste,Carl Cevin-Key,NA,NA,https://www.facebook.com/costehamburg/,https://www.facebook.com/cckcoste,https://twitter.com/costehh,1,6,1,23,Hamburg-Bergedorf – Harburg,2,0,6,1,1996,Hamburg,Hamburg,Student / wiss. Mitarbeiter
